# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	1385572	1385904	+	HFCAGB_01388		Putative minor tail protein	KEGG:K26973, RefSeq:WP_000978295.1, SO:0001217, UniParc:UPI00004F7AB4, UniRef:UniRef100_A0A5U6KJ17, UniRef:UniRef50_C0PVU1, UniRef:UniRef90_C0PVU1
contig_1	cds	1386003	1386500	+	HFCAGB_01389		Gifsy-2 prophage attachment and invasion -like protein	RefSeq:WP_000725268.1, SO:0001217, UniParc:UPI00016A1D8B, UniRef:UniRef100_A0A3Z2MZD0, UniRef:UniRef50_Q8ZQ85, UniRef:UniRef90_Q8ZQ85
contig_1	cds	1386617	1387150	-	HFCAGB_01390	sodC1	superoxide dismutase [Cu-Zn] SodC1	EC:1.15.1.1, GO:0004784, GO:0005507, GO:0019430, GO:0042597, GO:0042802, NCBIProtein:AAL19978.1, RefSeq:WP_000877926.1, SO:0001217, UniParc:UPI0000135B74, UniRef:UniRef100_P0CW86, UniRef:UniRef50_P0CW86, UniRef:UniRef90_P0CW86, VFDB:VFC0282, VFDB:VFG000463
contig_1	cds	1387240	1387935	+	HFCAGB_01391		phage minor tail protein L	GO:0030430, GO:0046718, GO:0051536, RefSeq:WP_001152416.1, SO:0001217, UniParc:UPI00016A1FDF, UniRef:UniRef100_A0AAE8YK19, UniRef:UniRef50_A0A3V4HDX0, UniRef:UniRef90_A0A7Z1KKQ2
contig_1	cds	1387945	1388676	+	HFCAGB_01392		Phage tail protein	KEGG:K26975, RefSeq:WP_000606352.1, SO:0001217, UniParc:UPI00016A1FE0, UniRef:UniRef100_A0A610GYK6, UniRef:UniRef50_A0A1C4A0Y2, UniRef:UniRef90_A0A3Z4WRS2
contig_1	cds	1388619	1389284	+	HFCAGB_01393		Tail assembly protein	KEGG:K26976, SO:0001217, UniParc:UPI00004F7AB6, UniRef:UniRef100_A0A5W7HAP7, UniRef:UniRef50_A0A3P4HNG7, UniRef:UniRef90_A0A5V8TRC8
contig_1	cds	1389356	1390456	+	HFCAGB_01394		Host specificity protein J	SO:0001217, UniParc:UPI00016A1FE2, UniRef:UniRef100_A0A636GTV8, UniRef:UniRef50_A0A636GTV8, UniRef:UniRef90_A0A636GTV8
contig_1	cds	1390482	1391849	+	HFCAGB_01395		Fibronectin type III domain protein	SO:0001217, UniParc:UPI00016A1FE3, UniRef:UniRef100_M7RD99, UniRef:UniRef50_M7RD99, UniRef:UniRef90_M7RD99
contig_1	cds	1391992	1392708	+	HFCAGB_01396		Phage tail protein	SO:0001217, UniRef:UniRef50_A0A6X7V1S0
contig_1	cds	1392747	1392989	+	HFCAGB_01397		Secreted protein	RefSeq:WP_000178848.1, SO:0001217, UniParc:UPI00017F77BD, UniRef:UniRef100_A0A5W1WSX5, UniRef:UniRef50_A0A5V6N9M4, UniRef:UniRef90_A0A5V6N9M4
contig_1	cds	1393043	1395460	+	HFCAGB_01398		Phage tail protein	RefSeq:WP_001574223.1, SO:0001217, UniParc:UPI00016A1FE6, UniRef:UniRef100_A0A3Z2MZF4, UniRef:UniRef50_A0A607DA45, UniRef:UniRef90_A0A6X6QJ97
contig_1	ncRNA	1393791	1394057	-	HFCAGB_01399	isrG	isrG Hfq binding RNA	RFAM:RF01390, SO:0000655
contig_1	cds	1395460	1396029	+	HFCAGB_01400		tail fiber assembly protein	BlastRules:WP_001116083, RefSeq:WP_000143180.1, SO:0001217, UniParc:UPI00016A1FE8, UniRef:UniRef100_A0A3Y2QT16, UniRef:UniRef50_P03740, UniRef:UniRef90_A0A658B8H7
contig_1	cds	1396231	1396953	-	HFCAGB_01401	sopE	SPI-1 type III secretion system guanine nucleotide exchange factor SopE	GO:0005085, GO:0005096, GO:0005576, GO:0030036, KEGG:K13741, RefSeq:WP_000161701.1, SO:0001217, UniParc:UPI00016A1FE9, UniRef:UniRef100_A0A3Y2QTD3, UniRef:UniRef50_O52623, UniRef:UniRef90_O52623
contig_1	cds	1397433	1397714	-	HFCAGB_01402		hypothetical protein	SO:0001217, UniParc:UPI0002EA79AB, UniRef:UniRef100_A0A1X8WCV5, UniRef:UniRef50_A0A379S3M9, UniRef:UniRef90_A0A379S3M9
contig_1	cds	1399187	1400266	-	HFCAGB_01403		Phage integrase protein	RefSeq:WP_000087644.1, SO:0001217, UniParc:UPI00016A1FED, UniRef:UniRef100_A0A5T7H6W3, UniRef:UniRef50_A0A8S5Q0Z1, UniRef:UniRef90_Q8ZNX5
contig_1	cds	1400263	1401210	-	HFCAGB_01404		Exodeoxyribonuclease 8	EC:3.1.11.-, KEGG:K10906, SO:0001217, UniParc:UPI00016A1FEE, UniRef:UniRef100_A0A6C7A2F7, UniRef:UniRef50_A0A6C7A2F7, UniRef:UniRef90_A0A6C7A2F7
contig_1	cds	1401400	1401687	+	HFCAGB_01405		Glycoside hydrolase family 19 protein	SO:0001217, UniParc:UPI00017F77BE, UniRef:UniRef100_Q8ZNX7, UniRef:UniRef50_Q8ZNX7, UniRef:UniRef90_Q8ZNX7
contig_1	cds	1401684	1402217	+	HFCAGB_01406		Phage-tail assembly protein-like protein	RefSeq:WP_000055326.1, SO:0001217, UniParc:UPI00016A1FF0, UniRef:UniRef100_A0A3Z2MXN4, UniRef:UniRef50_A0AA38A4B2, UniRef:UniRef90_Q8ZNX8
contig_1	cds	1402474	1402641	-	HFCAGB_01407		Lytic enzyme	RefSeq:WP_000789530.1, SO:0001217, UniParc:UPI00000CD160, UniRef:UniRef100_Q8ZNX9, UniRef:UniRef50_Q8ZNX9, UniRef:UniRef90_Q8ZNX9
contig_1	cds	1402706	1402831	-	HFCAGB_01408		hypothetical protein	
contig_1	cds	1402952	1403215	+	HFCAGB_01409		Terminase small subunit	SO:0001217, UniParc:UPI00016A1FF2, UniRef:UniRef100_A0A5Z7QEG8, UniRef:UniRef50_A0A2A7U795, UniRef:UniRef90_A9ML90
contig_1	cds	1403370	1403795	+	HFCAGB_01410		Macro domain	SO:0001217, UniParc:UPI00016A1FF3, UniRef:UniRef100_A0A636GPV8, UniRef:UniRef50_A0A1X8WC72, UniRef:UniRef90_A0A1X8WC72
contig_1	cds	1405821	1405943	+	HFCAGB_01411		hypothetical protein	RefSeq:WP_001713164.1, SO:0001217, UniParc:UPI00016C138F, UniRef:UniRef100_A0A5U7IQZ6, UniRef:UniRef50_A0A5U7IQZ6, UniRef:UniRef90_A0A5U7IQZ6
contig_1	cds	1406392	1407006	-	HFCAGB_01412		Inner membrane protein	RefSeq:WP_000848073.1, SO:0001217, UniParc:UPI00016A1FF8, UniRef:UniRef100_A0A3Z0XQ84, UniRef:UniRef50_A0A0H3LYD5, UniRef:UniRef90_Q8ZNY1
contig_1	cds	1407016	1407174	-	HFCAGB_01413		Inner membrane protein	RefSeq:WP_000480735.1, SO:0001217, UniParc:UPI0000059D13, UniRef:UniRef100_Q7CQD3, UniRef:UniRef50_A0A3U0GQ04, UniRef:UniRef90_A0A3U0GQ04
contig_1	cds	1407307	1407972	-	HFCAGB_01414	pagO	PhoPQ-activated DMT family transporter PagO	GO:0005886, KEGG:K07790, NCBIProtein:EAY8653673.1, SO:0001217, UniParc:UPI0002695A08, UniRef:UniRef100_A0A637CW34, UniRef:UniRef50_O30646, UniRef:UniRef90_O30646
contig_1	cds	1407959	1408222	-	HFCAGB_01415	eamA	EamA family transporter	SO:0001217, UniRef:UniRef50_A0A3S5DMT5, UniRef:UniRef90_UPI000E063C80
contig_1	cds	1410010	1410867	+	HFCAGB_01416		IS256 family transposase	GO:0004803, SO:0001217, UniParc:UPI00016A2211, UniRef:UniRef100_M7RFH7, UniRef:UniRef50_M7RFH7, UniRef:UniRef90_M7RFH7
contig_1	cds	1410867	1411013	+	HFCAGB_01417		Mutator family transposase	SO:0001217, UniParc:UPI00016A2212, UniRef:UniRef100_M7S6C7, UniRef:UniRef50_M7S6C7, UniRef:UniRef90_M7S6C7
contig_1	cds	1412295	1412714	+	HFCAGB_01418	rimI	Acetyltransferase	COG:COG0456, COG:J, RefSeq:WP_000354407.1, SO:0001217, UniParc:UPI000169F43F, UniRef:UniRef100_A0A3U5FPQ0, UniRef:UniRef50_A0A0J1LIA9, UniRef:UniRef90_Q8ZNY6
contig_1	cds	1413087	1413563	-	HFCAGB_01419	ycxB	YcxB family protein	RefSeq:WP_000030946.1, SO:0001217, UniParc:UPI00004F7CEC, UniRef:UniRef100_A0A718YFK5, UniRef:UniRef50_A0A379QYP1, UniRef:UniRef90_A0A379QYP1
contig_1	cds	1413945	1414286	-	HFCAGB_01420		DUF1398 domain-containing protein	RefSeq:WP_001752424.1, SO:0001217, UniParc:UPI0002C47AA3, UniRef:UniRef100_A0A6Y3HCL5, UniRef:UniRef50_V1GUM1, UniRef:UniRef90_A0A6Y3HCL5
contig_1	cds	1414970	1415692	+	HFCAGB_01421	sopE2	SPI-1 type III secretion system guanine nucleotide exchange factor SopE2	BlastRules:WP_000182072, GO:0005085, GO:0005096, GO:0005576, GO:0030036, KEGG:K13741, RefSeq:WP_000182072.1, SO:0001217, UniParc:UPI00000D01C4, UniRef:UniRef100_Q7CQD4, UniRef:UniRef50_O52623, UniRef:UniRef90_Q7CQD4
contig_1	cds	1415977	1416141	+	HFCAGB_01422		Inner membrane protein	RefSeq:WP_001134856.1, SO:0001217, UniParc:UPI00000CD157, UniRef:UniRef100_Q8ZNY8, UniRef:UniRef50_A0A4Z0L2C4, UniRef:UniRef90_A0A603BPJ7
contig_1	cds	1416114	1416347	+	HFCAGB_01423		Serine/threonine protein phosphatase	SO:0001217, UniParc:UPI00020B9C83, UniRef:UniRef100_A0A455S8V1, UniRef:UniRef50_V7IM68, UniRef:UniRef90_A0A379W7L5
contig_1	cds	1416365	1417015	+	HFCAGB_01424	pphA	protein-serine/threonine phosphatase	EC:3.1.3.16, GO:0005737, GO:0008803, GO:0016787, GO:0016791, GO:0017018, GO:0033192, GO:0046872, GO:0110154, GO:0140791, GO:0180004, GO:0180005, GO:0180006, GO:0180007, GO:0180008, GO:1990439, KEGG:K07313, RefSeq:WP_000986173.1, SO:0001217, UniParc:UPI00016A2216, UniRef:UniRef100_M7RR68, UniRef:UniRef50_Q8ZNY9, UniRef:UniRef90_Q8ZNY9
contig_1	cds	1417034	1417225	-	HFCAGB_01425		DUF1482 domain-containing protein	RefSeq:WP_000457838.1, SO:0001217, UniParc:UPI0000059D1B, UniRef:UniRef100_A0A3S4K0U1, UniRef:UniRef50_A0A3S4K0U1, UniRef:UniRef90_A0A3S4K0U1
contig_1	cds	1417336	1417575	-	HFCAGB_01426		DUF1480 domain-containing protein	RefSeq:WP_000978525.1, SO:0001217, UniParc:UPI00000CD155, UniRef:UniRef100_Q8ZNZ1, UniRef:UniRef50_L0M4W3, UniRef:UniRef90_A8AFL5
contig_1	cds	1417690	1419231	-	HFCAGB_01427	rsmF	16S rRNA (cytosine(1407)-C(5))-methyltransferase RsmF	EC:2.1.1.178, GO:0001510, GO:0003723, GO:0005737, GO:0008649, GO:0009383, GO:0070475, KEGG:K11392, SO:0001217, UniParc:UPI00017E24A2, UniRef:UniRef100_A0A1X8WCD2, UniRef:UniRef50_Q9KRY1, UniRef:UniRef90_A9MV57
contig_1	cds	1419207	1421840	-	HFCAGB_01428		Mce/MlaD domain-containing protein	RefSeq:WP_001574233.1, SO:0001217, UniParc:UPI00017F77C9, UniRef:UniRef100_A0A3Y2QQS5, UniRef:UniRef50_P76272, UniRef:UniRef90_Q8Z663
contig_1	cds	1421809	1423092	-	HFCAGB_01429	yebS	membrane integrity lipid transport subunit YebS	BlastRules:WP_001207282, RefSeq:WP_001207294.1, SO:0001217, UniParc:UPI00000CD152, UniRef:UniRef100_Q8ZNZ4, UniRef:UniRef50_P0AD03, UniRef:UniRef90_A0A7Z1PTU3
contig_1	cds	1423149	1423718	+	HFCAGB_01430		GAF domain-containing protein	SO:0001217, UniParc:UPI000160447F, UniRef:UniRef100_A0A455RTM1, UniRef:UniRef50_P76270, UniRef:UniRef90_A9MNH7
contig_1	cds	1423816	1424502	+	HFCAGB_01431	proQ	RNA chaperone ProQ	GO:0003723, GO:0005829, GO:0010608, GO:0033592, GO:0034057, KEGG:K03607, RefSeq:WP_000431401.1, SO:0001217, UniParc:UPI0000059D21, UniRef:UniRef100_P60317, UniRef:UniRef50_P60317, UniRef:UniRef90_P60317
contig_1	cds	1424522	1426570	+	HFCAGB_01432	prc	carboxy terminal-processing peptidase	COG:COG0793, COG:O, EC:3.4.21.102, GO:0004175, GO:0004252, GO:0005515, GO:0005886, GO:0006508, GO:0007165, GO:0008236, GO:0030288, RefSeq:WP_001091237.1, SO:0001217, UniParc:UPI000013217A, UniRef:UniRef100_P43669, UniRef:UniRef50_P23865, UniRef:UniRef90_P23865
contig_1	cds	1426763	1427644	+	HFCAGB_01433	htpX	protease HtpX	COG:COG0501, COG:O, EC:3.4.24.-, GO:0004222, GO:0005886, GO:0006508, GO:0008270, RefSeq:WP_000984498.1, SO:0001217, UniParc:UPI0000059D23, UniRef:UniRef100_P65817, UniRef:UniRef50_P23894, UniRef:UniRef90_P23894
contig_1	cds	1427692	1429065	-	HFCAGB_01434		MFS transporter	KEGG:K08169, RefSeq:WP_000416139.1, SO:0001217, UniParc:UPI00004F7CE2, UniRef:UniRef100_A0A3T3EKQ3, UniRef:UniRef50_G5H8G3, UniRef:UniRef90_A0A3T3EKQ3
contig_1	cds	1429130	1429237	+	HFCAGB_01435		hypothetical protein	SO:0001217, UniParc:UPI0001604483, UniRef:UniRef100_A0A455RYX3, UniRef:UniRef50_A0A455RYX3, UniRef:UniRef90_A0A455RYX3
contig_1	cds	1429241	1430032	+	HFCAGB_01436	kdgR	DNA-binding transcriptional regulator KdgR	COG:COG1414, COG:K, GO:0003700, GO:0006355, RefSeq:WP_001262195.1, SO:0001217, UniParc:UPI00000CD14F, UniRef:UniRef100_Q8ZNZ7, UniRef:UniRef50_P37728, UniRef:UniRef90_C3T682
contig_1	cds	1430244	1430483	-	HFCAGB_01437	yobH	Uncharacterized protein YobH	RefSeq:WP_001236777.1, SO:0001217, UniParc:UPI0000059D25, UniRef:UniRef100_Q8ZNZ8, UniRef:UniRef50_Q2MB16, UniRef:UniRef90_Q8ZNZ8
contig_1	cds	1430641	1430784	+	HFCAGB_01438	mgrB	PhoP/PhoQ regulator MgrB	BlastRules:WP_000714547, GO:0005886, GO:0070298, RefSeq:WP_000847421.1, SO:0001217, UniParc:UPI00016A2435, UniRef:UniRef100_B5FTJ3, UniRef:UniRef50_B7LPM0, UniRef:UniRef90_Q7CQD5
contig_1	cds	1430855	1431142	+	HFCAGB_01439	yebO	Uncharacterized protein YebO	GO:0005886, RefSeq:WP_001000659.1, SO:0001217, UniParc:UPI00016A2436, UniRef:UniRef100_A0A3Z2MXH3, UniRef:UniRef50_P64501, UniRef:UniRef90_P64501
contig_1	ncRNA-region	1431771	1432230	+			cspA thermoregulator	RFAM:RF01766, SO:0002168
contig_1	cds	1431947	1432156	+	HFCAGB_01440	cspE	transcription antiterminator/RNA stability regulator CspE	BlastRules:WP_000034825, COG:COG1278, COG:K, GO:0003677, GO:0005829, KEGG:K03704, RefSeq:WP_001062678.1, SO:0001217, UniParc:UPI0000059D29, UniRef:UniRef100_P0A9Y6, UniRef:UniRef50_P0A9Y6, UniRef:UniRef90_P0A9Y6
contig_1	cds	1432376	1434121	+	HFCAGB_01441	ftsI	Peptidoglycan D,D-transpeptidase FtsI	RefSeq:WP_000730323.1, SO:0001217, UniParc:UPI00016A05D6, UniRef:UniRef100_A0A3Y2QQP4, UniRef:UniRef50_P0AD68, UniRef:UniRef90_A0A0K0HBL7
contig_1	cds	1434187	1434996	+	HFCAGB_01442	rlmA	23S rRNA (guanine(745)-N(1))-methyltransferase	EC:2.1.1.187, GO:0008168, KEGG:K00563, RefSeq:WP_000010923.1, SO:0001217, UniParc:UPI00000CD14E, UniRef:UniRef100_Q8ZNZ9, UniRef:UniRef50_A0A9P1PVD6, UniRef:UniRef90_A0A4Z0PDY5
contig_1	cds	1434993	1435559	-	HFCAGB_01443	mntP	manganese efflux pump MntP	GO:0005384, GO:0005886, KEGG:K23242, RefSeq:WP_001518359.1, SO:0001217, UniParc:UPI000044405D, UniRef:UniRef100_Q8ZP00, UniRef:UniRef50_Q8ZP00, UniRef:UniRef90_Q8ZP00
contig_1	ncRNA-region	1435671	1435762	-			Manganese Mn2+ riboswitch aptamer (yybP-ykoY)	RFAM:RF00080, SO:0000035
contig_1	cds	1435969	1436427	-	HFCAGB_01444	yobD	DUF986 domain-containing protein	GO:0005886, RefSeq:WP_000156283.1, SO:0001217, UniParc:UPI00016A05D7, UniRef:UniRef100_B5FTK0, UniRef:UniRef50_P67601, UniRef:UniRef90_Q8ZP01
contig_1	cds	1436486	1437337	-	HFCAGB_01445	manZ	PTS mannose transporter subunit IID	COG:COG3716, COG:G, RefSeq:WP_001518647.1, SO:0001217, UniParc:UPI0000059D2E, UniRef:UniRef100_Q8ZP02, UniRef:UniRef50_P26382, UniRef:UniRef90_A0A1V2BHW3
contig_1	cds	1437350	1438150	-	HFCAGB_01446	manY	PTS mannose transporter subunit IIC	BlastRules:WP_000406926, COG:COG3715, COG:G, EC:2.7.1.199, GO:0005886, GO:0009401, RefSeq:WP_000406920.1, SO:0001217, UniParc:UPI00016A05D8, UniRef:UniRef100_A0A3V9FF92, UniRef:UniRef50_P69801, UniRef:UniRef90_P69801
contig_1	cds	1438203	1439171	-	HFCAGB_01447	manX	PTS mannose transporter subunit IIAB	COG:COG3444, COG:G, EC:2.7.1.191, GO:0008982, GO:0009401, KEGG:K02794, RefSeq:WP_000150523.1, SO:0001217, UniParc:UPI0000059D30, UniRef:UniRef100_A0A603NSJ6, UniRef:UniRef50_P69797, UniRef:UniRef90_A0A078LCZ4
contig_1	cds	1439644	1441203	+	HFCAGB_01448	yoaE	CNNM family cation transport protein YoaE	BlastRules:WP_000421815, RefSeq:WP_000421815.1, SO:0001217, UniParc:UPI000169F070, UniRef:UniRef100_Q8ZP05, UniRef:UniRef50_P0AEC0, UniRef:UniRef90_A8AFP1
contig_1	cds	1441225	1442826	-	HFCAGB_01449	ydiV	Anti-FlhC(2)FlhD(4) factor YdiV	EC:3.1.4.52, KEGG:K21090, RefSeq:WP_001192535.1, SO:0001217, UniParc:UPI00016A0D97, UniRef:UniRef100_A0A6C6Z105, UniRef:UniRef50_P76261, UniRef:UniRef90_A0A379Q6K3
contig_1	cds	1442964	1444328	-	HFCAGB_01450	sdaA	L-serine ammonia-lyase	COG:COG1760, COG:E, EC:4.3.1.17, GO:0003941, GO:0005829, GO:0006094, GO:0006565, GO:0046872, GO:0051539, KEGG:K01752, RefSeq:WP_000624273.1, SO:0001217, UniParc:UPI00016A05DA, UniRef:UniRef100_A0A607G859, UniRef:UniRef50_P16095, UniRef:UniRef90_P16095
contig_1	cds	1444592	1445170	-	HFCAGB_01451	nudL	CoA pyrophosphatase	EC:3.6.1.-, GO:0000287, GO:0009132, GO:0010945, GO:0030145, RefSeq:WP_000381548.1, SO:0001217, UniParc:UPI00016A05DB, UniRef:UniRef100_B5FTK8, UniRef:UniRef50_P0A2K9, UniRef:UniRef90_P0A2K9
contig_1	cds	1445174	1446538	-	HFCAGB_01452	pabB	aminodeoxychorismate synthase component 1	EC:2.6.1.85, GO:0000162, GO:0000287, GO:0009396, GO:0046654, GO:0046656, GO:0046820, RefSeq:WP_000978451.1, SO:0001217, UniParc:UPI00017F77D0, UniRef:UniRef100_A0A3R0Q1J1, UniRef:UniRef50_P12680, UniRef:UniRef90_P12680
contig_1	cds	1446619	1446798	+	HFCAGB_01453	yoaH	YoaH family protein	KEGG:K09917, RefSeq:WP_000457328.1, SO:0001217, UniParc:UPI0000059D36, UniRef:UniRef100_P0A2M3, UniRef:UniRef50_P67338, UniRef:UniRef90_P0A2M3
contig_1	cds	1446804	1447148	-	HFCAGB_01454	ridA	Enamine/imine deaminase	COG:COG0251, COG:V, RefSeq:WP_000029550.1, SO:0001217, UniParc:UPI00000CD147, UniRef:UniRef100_Q8ZP08, UniRef:UniRef50_P0AEB7, UniRef:UniRef90_A0A370V359
contig_1	cds	1447279	1449189	+	HFCAGB_01455	yoaA	ATP-dependent DNA helicase YoaA	COG:COG1199, COG:L, EC:5.6.2.3, GO:0003677, GO:0003678, GO:0003689, GO:0004386, GO:0005524, GO:0006281, GO:0009378, GO:0009432, GO:0016853, GO:0016887, GO:0036121, GO:0043139, GO:0046872, GO:0051536, GO:0061749, GO:0061775, GO:0140584, GO:0140665, GO:0140849, GO:1990518, RefSeq:WP_000128806.1, SO:0001217, UniParc:UPI00016A05DD, UniRef:UniRef100_A0A1S0ZF17, UniRef:UniRef50_P76257, UniRef:UniRef90_P76257
contig_1	cds	1449247	1449942	+	HFCAGB_01456	tsaB	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB	EC:2.3.1.234, GO:0002949, RefSeq:WP_001221017.1, SO:0001217, UniParc:UPI000050B843, UniRef:UniRef100_A0A5X5TX22, UniRef:UniRef50_P76256, UniRef:UniRef90_A0A5X5TX22
contig_1	cds	1450014	1450595	+	HFCAGB_01457		Slp family lipoprotein	RefSeq:WP_000290594.1, SO:0001217, UniParc:UPI0000059D3A, UniRef:UniRef100_Q7CQE1, UniRef:UniRef50_P0AA91, UniRef:UniRef90_A9MNK3
contig_1	cds	1450734	1452485	+	HFCAGB_01458	fadD	long-chain-fatty-acid--CoA ligase FadD	COG:COG0318, COG:I, EC:6.2.1.3, GO:0004467, GO:0005524, GO:0006635, GO:0016020, SO:0001217, UniParc:UPI0002305A51, UniRef:UniRef100_A0A455S6D9, UniRef:UniRef50_P69451, UniRef:UniRef90_P69451
contig_1	ncRNA	1452444	1452532	+	HFCAGB_01459	sroD	sroD RNA	RFAM:RF00370, SO:0000655
contig_1	cds	1452570	1453685	+	HFCAGB_01460	rnd	ribonuclease D	EC:3.1.13.5, GO:0003676, GO:0008033, GO:0008408, GO:0033890, KEGG:K03684, SO:0001217, UniParc:UPI00020B9C44, UniRef:UniRef100_A0A3Y2QQL9, UniRef:UniRef50_P09155, UniRef:UniRef90_Q8ZP09
contig_1	cds	1453807	1454073	-	HFCAGB_01461	minE	cell division topological specificity factor MinE	COG:COG0851, COG:D, GO:0032955, GO:0051301, RefSeq:WP_001185666.1, SO:0001217, UniParc:UPI0000059D3D, UniRef:UniRef100_P65363, UniRef:UniRef50_P0A734, UniRef:UniRef90_P0A734
contig_1	cds	1454077	1454889	-	HFCAGB_01462	minD	septum site-determining protein MinD	COG:COG2894, COG:D, RefSeq:WP_000101047.1, SO:0001217, UniParc:UPI00000CD145, UniRef:UniRef100_Q8ZP10, UniRef:UniRef50_P0AEZ3, UniRef:UniRef90_A0A078LGR9
contig_1	cds	1454913	1455620	-	HFCAGB_01463	minC	septum site-determining protein MinC	GO:0000902, GO:0000917, GO:0000918, GO:0004857, GO:0051302, GO:1901891, RefSeq:WP_000072527.1, SO:0001217, UniParc:UPI0000059D3F, UniRef:UniRef100_P65359, UniRef:UniRef50_P65359, UniRef:UniRef90_P65359
contig_1	cds	1455746	1456039	+	HFCAGB_01464	ycgL	Protein YcgL	KEGG:K09902, RefSeq:WP_001525604.1, SO:0001217, UniParc:UPI00016A16CB, UniRef:UniRef100_A0A637CH11, UniRef:UniRef50_A0A637CH11, UniRef:UniRef90_A0A637CH11
contig_1	cds	1456089	1456748	+	HFCAGB_01465		Fumarylacetoacetate (FAA) hydrolase family protein	RefSeq:WP_001519895.1, SO:0001217, UniParc:UPI0000059D41, UniRef:UniRef100_Q7CQE2, UniRef:UniRef90_A9MP51
contig_1	cds	1456841	1457287	+	HFCAGB_01466	ycgN	YcgN family cysteine cluster protein	COG:COG2983, COG:R, KEGG:K09160, RefSeq:WP_001285703.1, SO:0001217, UniParc:UPI000048EC00, UniRef:UniRef100_Q8ZP12, UniRef:UniRef50_Q8ZP12, UniRef:UniRef90_Q8ZP12
contig_1	cds	1457639	1457776	+	HFCAGB_01467		Cytoplasmic protein	RefSeq:WP_001574247.1, SO:0001217, UniParc:UPI00017F77D8, UniRef:UniRef100_A0A3Z0XRW0, UniRef:UniRef50_A9MP53, UniRef:UniRef90_A9MP53
contig_1	cds	1457968	1458141	+	HFCAGB_01468	gns	Protein gns	RefSeq:WP_001083582.1, SO:0001217, UniParc:UPI0000059D44, UniRef:UniRef100_P64267, UniRef:UniRef50_P64267, UniRef:UniRef90_P64267
contig_1	cds	1458213	1458554	-	HFCAGB_01469		DUF1971 domain-containing protein	RefSeq:WP_000018967.1, SO:0001217, UniParc:UPI00000CD142, UniRef:UniRef100_Q8ZP13, UniRef:UniRef50_A0A353XSZ3, UniRef:UniRef90_D2TM12
contig_1	cds	1458663	1459193	-	HFCAGB_01470	dsbB	disulfide bond formation protein DsbB	EC:1.8.5.-, EC:1.8.5.9, GO:0005886, GO:0006457, GO:0009055, GO:0015035, GO:0016020, KEGG:K03611, RefSeq:WP_000943475.1, SO:0001217, UniParc:UPI0000059D46, UniRef:UniRef100_P63993, UniRef:UniRef50_P63993, UniRef:UniRef90_P63993
contig_1	cds	1459335	1460879	-	HFCAGB_01471	nhaB	Na(+)/H(+) antiporter NhaB	COG:COG3067, COG:CP, GO:0005886, GO:0006814, GO:0015385, GO:0016020, KEGG:K03314, RefSeq:WP_000406438.1, SO:0001217, UniParc:UPI00004F7CD5, UniRef:UniRef100_Q57NK6, UniRef:UniRef50_P0AFA7, UniRef:UniRef90_P0AFA7
contig_1	cds	1461099	1461818	+	HFCAGB_01472	fadR	fatty acid metabolism transcriptional regulator FadR	COG:COG2186, COG:K, GO:0000062, GO:0003677, GO:0003700, GO:0005737, GO:0006355, GO:0006631, GO:0019217, KEGG:K03603, RefSeq:WP_000234826.1, SO:0001217, UniParc:UPI0000162273, UniRef:UniRef100_Q8ZP15, UniRef:UniRef50_P0A8V6, UniRef:UniRef90_P0A8V6
contig_1	cds	1461865	1463397	-	HFCAGB_01473	ycgB	SpoVR family protein	COG:COG2719, COG:D, GO:0006974, KEGG:K06415, RefSeq:WP_001240763.1, SO:0001217, UniParc:UPI0000059D49, UniRef:UniRef100_A0A725FYI8, UniRef:UniRef50_P29013, UniRef:UniRef90_P29013
contig_1	cds	1463720	1465018	+	HFCAGB_01474	dadA	D-amino acid dehydrogenase	COG:COG0665, COG:E, EC:1.4.99.-, GO:0005737, GO:0005886, GO:0008718, GO:0055130, KEGG:K00285, RefSeq:WP_001266937.1, SO:0001217, UniParc:UPI0000128DFB, UniRef:UniRef100_Q8ZP17, UniRef:UniRef50_Q9HTQ0, UniRef:UniRef90_Q8ZP17
contig_1	cds	1465032	1466102	+	HFCAGB_01475	dadX	catabolic alanine racemase DadX	EC:5.1.1.1, GO:0005829, GO:0006522, GO:0008784, GO:0030170, GO:0030632, KEGG:K01775, RefSeq:WP_000197910.1, SO:0001217, UniParc:UPI00016A1D72, UniRef:UniRef100_A0A3Y2QQG4, UniRef:UniRef50_P06191, UniRef:UniRef90_P06191
contig_1	cds	1466165	1467898	-	HFCAGB_01476	nhaP2	potassium/proton antiporter	COG:COG3263, COG:CP, GO:0005886, GO:0006813, GO:0006884, GO:0015386, GO:0016020, GO:0050660, GO:0051139, GO:0055085, KEGG:K11105, RefSeq:WP_000338376.1, SO:0001217, UniParc:UPI0000059D4C, UniRef:UniRef100_P65524, UniRef:UniRef50_Q87KV8, UniRef:UniRef90_P76007
