"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Accessory Fragment","Genome Fragment","Order within Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_000007545.1_ASM754v1_genomic","GCF_000020745.1_ASM2074v1_genomic","GCF_000020885.1_ASM2088v1_genomic","GCF_000020925.1_ASM2092v1_genomic","GCF_000022165.1_ASM2216v1_genomic","GCF_000170215.1_ASM17021v1_genomic","GCF_000170255.1_ASM17025v1_genomic","GCF_000171255.1_ASM17125v1_genomic","GCF_000171275.1_ASM17127v1_genomic","GCF_000171315.1_ASM17131v1_genomic","GCF_000171415.1_ASM17141v1_genomic","GCF_000171515.1_ASM17151v1_genomic","GCF_000171535.2_ASM17153v2_genomic"
"GEGEGB_01843","persistent","flagellar basal-body rod protein FlgG","13","13","1.0","NA","NA","","","","782","782","782.0","GEGEGB_01843","LNHIMF_01214","BEJGEH_01915","HFCAGB_02121","AJBGEP_01179","ODDLKH_01585","OEKLIE_01236","ALJMDI_00456","PAPNPA_00402","BENMGJ_00515","IKCLMC_00824","PKJKAM_00564","ONMMKP_00959"
"GEGEGB_01845","persistent","flagellar hook protein FlgE","13","13","1.0","NA","NA","","","","1211","1277","1216.08","GEGEGB_01845","LNHIMF_01212","BEJGEH_01917","HFCAGB_02123","AJBGEP_01177","ODDLKH_01583","OEKLIE_01234","ALJMDI_00454","PAPNPA_00400","BENMGJ_00513","IKCLMC_00822","PKJKAM_00566","ONMMKP_00961"
"GEGEGB_01846","persistent","flagellar hook assembly protein FlgD","13","13","1.0","NA","NA","","","","698","698","698.0","GEGEGB_01846","LNHIMF_01211","BEJGEH_01918","HFCAGB_02124","AJBGEP_01176","ODDLKH_01582","OEKLIE_01233","ALJMDI_00453","PAPNPA_00399","BENMGJ_00512","IKCLMC_00821","PKJKAM_00567","ONMMKP_00962"
"GEGEGB_01847","persistent","flagellar basal body rod protein FlgC","13","13","1.0","NA","NA","","","","404","404","404.0","GEGEGB_01847","LNHIMF_01210","BEJGEH_01919","HFCAGB_02125","AJBGEP_01175","ODDLKH_01581","OEKLIE_01232","ALJMDI_00452","PAPNPA_00398","BENMGJ_00511","IKCLMC_00820","PKJKAM_00568","ONMMKP_00963"
"GEGEGB_01849","persistent","Flagella basal body P-ring formation protein FlgA","13","13","1.0","NA","NA","","","","659","659","659.0","GEGEGB_01849","LNHIMF_01208","BEJGEH_01921","HFCAGB_02127","AJBGEP_01173","ODDLKH_01579","OEKLIE_01230","ALJMDI_00450","PAPNPA_00396","BENMGJ_00509","IKCLMC_00818","PKJKAM_00570","ONMMKP_00965"
"GEGEGB_01851","persistent","flagella biosynthesis chaperone FlgN","13","13","1.0","NA","NA","","","","422","422","422.0","GEGEGB_01851","LNHIMF_01206","BEJGEH_01923","HFCAGB_02129","AJBGEP_01171","ODDLKH_01577","OEKLIE_01228","ALJMDI_00448","PAPNPA_00394","BENMGJ_00507","IKCLMC_00816","PKJKAM_00572","ONMMKP_00967"
"GEGEGB_01854","persistent","UPF0502 protein YceH","13","13","1.0","NA","NA","","","","647","647","647.0","GEGEGB_01854","LNHIMF_01203","BEJGEH_01926","HFCAGB_02132","AJBGEP_01168","ODDLKH_01574","OEKLIE_01225","ALJMDI_00445","PAPNPA_00391","BENMGJ_00504","IKCLMC_00813","PKJKAM_00575","ONMMKP_00970"
"GEGEGB_01857","persistent","glutaredoxin 2","13","13","1.0","NA","NA","","","","599","647","643.31","GEGEGB_01857","LNHIMF_01200","BEJGEH_01929","HFCAGB_02135","AJBGEP_01165","ODDLKH_01571","OEKLIE_01222","ALJMDI_00442","PAPNPA_00388","BENMGJ_00501","IKCLMC_00810","PKJKAM_00578","ONMMKP_00973"
"GEGEGB_01863","persistent","Inner membrane protein","13","13","1.0","NA","NA","","","","113","113","113.0","GEGEGB_01863","LNHIMF_01194","BEJGEH_01935","HFCAGB_02141","AJBGEP_01159","ODDLKH_01565","OEKLIE_01216","ALJMDI_00436","PAPNPA_00382","BENMGJ_00495","IKCLMC_00804","PKJKAM_00584","ONMMKP_00979"
"GEGEGB_01865","persistent","YceI family protein","13","13","1.0","NA","NA","","","","575","575","575.0","GEGEGB_01865","LNHIMF_01192","BEJGEH_01937","HFCAGB_02143","AJBGEP_01157","ODDLKH_01563","OEKLIE_01214","ALJMDI_00434","PAPNPA_00380","BENMGJ_00493","IKCLMC_00802","PKJKAM_00586","ONMMKP_00981"
"GEGEGB_01868","persistent","multidrug efflux MFS transporter MdtG","13","13","1.0","NA","NA","","","","1214","1214","1214.0","GEGEGB_01868","LNHIMF_01189","BEJGEH_01940","HFCAGB_02146","AJBGEP_01154","ODDLKH_01560","OEKLIE_01211","ALJMDI_00431","PAPNPA_00377","BENMGJ_00490","IKCLMC_00799","PKJKAM_00589","ONMMKP_00984"
"GEGEGB_01869","persistent","MysB family protein","13","13","1.0","NA","NA","","","","374","374","374.0","GEGEGB_01869","LNHIMF_01188","BEJGEH_01941","HFCAGB_02147","AJBGEP_01153","ODDLKH_01559","OEKLIE_01210","ALJMDI_00430","PAPNPA_00376","BENMGJ_00489","IKCLMC_00798","PKJKAM_00590","ONMMKP_00985"
"GEGEGB_01870","persistent","YceK/YidQ family lipoprotein","13","13","1.0","NA","NA","","","","227","227","227.0","GEGEGB_01870","LNHIMF_01187","BEJGEH_01942","HFCAGB_02148","AJBGEP_01152","ODDLKH_01558","OEKLIE_01209","ALJMDI_00429","PAPNPA_00375","BENMGJ_00488","IKCLMC_00797","PKJKAM_00591","ONMMKP_00986"
"GEGEGB_01872","persistent","glucans biosynthesis protein MdoG","13","13","1.0","NA","NA","","","","1553","1553","1553.0","GEGEGB_01872","LNHIMF_01185","BEJGEH_01944","HFCAGB_02150","AJBGEP_01150","ODDLKH_01556","OEKLIE_01207","ALJMDI_00427","PAPNPA_00373","BENMGJ_00486","IKCLMC_00795","PKJKAM_00593","ONMMKP_00988"
"GEGEGB_01873","persistent","glucans biosynthesis protein MdoC","13","13","1.0","NA","NA","","","","1154","1154","1154.0","GEGEGB_01873","LNHIMF_01184","BEJGEH_01945","HFCAGB_02151","AJBGEP_01149","ODDLKH_01555","OEKLIE_01206","ALJMDI_00426","PAPNPA_00372","BENMGJ_00485","IKCLMC_00794","PKJKAM_00594","ONMMKP_00989"
"GEGEGB_01874","persistent","Cardiolipin synthase C","13","13","1.0","NA","NA","","","","1484","1484","1484.0","GEGEGB_01874","LNHIMF_01183","BEJGEH_01946","HFCAGB_02152","AJBGEP_01148","ODDLKH_01554","OEKLIE_01205","ALJMDI_00425","PAPNPA_00371","BENMGJ_00484","IKCLMC_00793","PKJKAM_00595","ONMMKP_00990"
"GEGEGB_01875","persistent","O-acetyl-ADP-ribose deacetylase","13","13","1.0","NA","NA","","","","539","539","539.0","GEGEGB_01875","LNHIMF_01182","BEJGEH_01947","HFCAGB_02153","AJBGEP_01147","ODDLKH_01553","OEKLIE_01204","ALJMDI_00424","PAPNPA_00370","BENMGJ_00483","IKCLMC_00792","PKJKAM_00596","ONMMKP_00991"
"GEGEGB_01876","persistent","Uncharacterized protein YmdA","13","13","1.0","NA","NA","","","","320","320","320.0","GEGEGB_01876","LNHIMF_01181","BEJGEH_01948","HFCAGB_02154","AJBGEP_01146","ODDLKH_01552","OEKLIE_01203","ALJMDI_00423","PAPNPA_00369","BENMGJ_00482","IKCLMC_00791","PKJKAM_00597","ONMMKP_00992"
"GEGEGB_01878","persistent","curli major subunit CsgA","13","13","1.0","NA","NA","","","","455","455","455.0","GEGEGB_01878","LNHIMF_01179","BEJGEH_01950","HFCAGB_02156","AJBGEP_01144","ODDLKH_01550","OEKLIE_01201","ALJMDI_00421","PAPNPA_00367","BENMGJ_00480","IKCLMC_00789","PKJKAM_00599","ONMMKP_00994"
"GEGEGB_01882","persistent","curli production assembly/transport protein CsgE","13","13","1.0","NA","NA","","","","395","395","395.0","GEGEGB_01882","LNHIMF_01175","BEJGEH_01954","HFCAGB_02160","AJBGEP_01140","ODDLKH_01546","OEKLIE_01197","ALJMDI_00417","PAPNPA_00363","BENMGJ_00476","IKCLMC_00785","PKJKAM_00603","ONMMKP_00998"
"GEGEGB_01883","persistent","curli production assembly/transport protein CsgF","13","13","1.0","NA","NA","","","","416","416","416.0","GEGEGB_01883","LNHIMF_01174","BEJGEH_01955","HFCAGB_02161","AJBGEP_01139","ODDLKH_01545","OEKLIE_01196","ALJMDI_00416","PAPNPA_00362","BENMGJ_00475","IKCLMC_00784","PKJKAM_00604","ONMMKP_00999"
"GEGEGB_01884","persistent","curli production assembly/transport protein CsgG","13","13","1.0","NA","NA","","","","833","833","833.0","GEGEGB_01884","LNHIMF_01173","BEJGEH_01956","HFCAGB_02162","AJBGEP_01138","ODDLKH_01544","OEKLIE_01195","ALJMDI_00415","PAPNPA_00361","BENMGJ_00474","IKCLMC_00783","PKJKAM_00605","ONMMKP_01000"
"GEGEGB_01885","persistent","Inner membrane protein YcdZ","13","13","1.0","NA","NA","","","","494","494","494.0","GEGEGB_01885","LNHIMF_01172","BEJGEH_01957","HFCAGB_02163","AJBGEP_01137","ODDLKH_01543","OEKLIE_01194","ALJMDI_00414","PAPNPA_00360","BENMGJ_00473","IKCLMC_00782","PKJKAM_00606","ONMMKP_01001"
"GEGEGB_01886","persistent","Molecular chaperone","13","13","1.0","NA","NA","","","","554","554","554.0","GEGEGB_01886","LNHIMF_01171","BEJGEH_01958","HFCAGB_02164","AJBGEP_01136","ODDLKH_01542","OEKLIE_01193","ALJMDI_00413","PAPNPA_00359","BENMGJ_00472","IKCLMC_00781","PKJKAM_00607","ONMMKP_01002"
"GEGEGB_01887","persistent","putative phosphatase YcdX","13","13","1.0","NA","NA","","","","737","737","737.0","GEGEGB_01887","LNHIMF_01170","BEJGEH_01959","HFCAGB_02165","AJBGEP_01135","ODDLKH_01541","OEKLIE_01192","ALJMDI_00412","PAPNPA_00358","BENMGJ_00471","IKCLMC_00780","PKJKAM_00608","ONMMKP_01003"
"GEGEGB_01890","persistent","Dehydrogenase-like protein","11","11","1.0","NA","NA","","","","1103","1103","1103.0","GEGEGB_01890","LNHIMF_01167","","HFCAGB_01183","AJBGEP_01132","ODDLKH_01538","OEKLIE_00238","ALJMDI_00409","","BENMGJ_01357","IKCLMC_00630","PKJKAM_00612","ONMMKP_01006"
"GEGEGB_01893","persistent","N-acetylneuraminate epimerase","11","11","1.0","NA","NA","","","","1142","1148","1145.82","GEGEGB_01893","LNHIMF_01164","","HFCAGB_01179","AJBGEP_01129","ODDLKH_01535","OEKLIE_00235","ALJMDI_00406","","BENMGJ_01354","IKCLMC_00627","PKJKAM_00615","ONMMKP_01009"
"GEGEGB_01894","persistent","Putative N-acetylmannosamine-6-phosphate 2-epimerase 1","11","11","1.0","NA","NA","","","","680","680","680.0","GEGEGB_01894","LNHIMF_01163","","HFCAGB_01178","AJBGEP_01128","ODDLKH_01534","OEKLIE_00234","ALJMDI_00405","","BENMGJ_01353","IKCLMC_00626","PKJKAM_00616","ONMMKP_01010"
"GEGEGB_01898","persistent","MurR/RpiR family transcriptional regulator","11","11","1.0","NA","NA","","","","881","881","881.0","GEGEGB_01898","LNHIMF_01160","","HFCAGB_01175","AJBGEP_01125","ODDLKH_01531","OEKLIE_00231","ALJMDI_00402","","BENMGJ_01349","IKCLMC_00623","PKJKAM_00620","ONMMKP_01013"
"GEGEGB_01899","persistent","phosphate starvation-inducible protein PhoH","13","13","1.0","NA","NA","","","","788","788","788.0","GEGEGB_01899","LNHIMF_01158","BEJGEH_01028","HFCAGB_01173","AJBGEP_01123","ODDLKH_01529","OEKLIE_00229","ALJMDI_00400","PAPNPA_00967","BENMGJ_01347","IKCLMC_00621","PKJKAM_00621","ONMMKP_01014"
"GEGEGB_01902","persistent","sodium/proline symporter PutP","13","13","1.0","NA","NA","","","","1508","1508","1508.0","GEGEGB_01902","LNHIMF_01156","BEJGEH_01026","HFCAGB_01171","AJBGEP_01121","ODDLKH_01527","OEKLIE_00227","ALJMDI_00398","PAPNPA_00965","BENMGJ_01345","IKCLMC_00619","PKJKAM_00624","ONMMKP_01017"
"GEGEGB_01904","persistent","Lysozyme inhibitor LprI-like N-terminal domain-containing protein","13","13","1.0","NA","NA","","","","395","395","395.0","GEGEGB_01904","LNHIMF_01154","BEJGEH_01024","HFCAGB_01169","AJBGEP_01119","ODDLKH_01525","OEKLIE_01561","ALJMDI_00396","PAPNPA_00963","BENMGJ_01343","IKCLMC_00617","PKJKAM_00626","ONMMKP_01019"
"GEGEGB_01908","persistent","NAD(P)H:quinone oxidoreductase","13","13","1.0","NA","NA","","","","227","227","227.0","GEGEGB_01908","LNHIMF_01150","BEJGEH_01020","HFCAGB_01165","AJBGEP_01115","ODDLKH_01521","OEKLIE_01557","ALJMDI_00392","PAPNPA_00959","BENMGJ_01339","IKCLMC_00613","PKJKAM_00630","ONMMKP_01023"
"GEGEGB_01914","persistent","curved DNA-binding protein","13","13","1.0","NA","NA","","","","920","920","920.0","GEGEGB_01914","LNHIMF_01144","BEJGEH_01014","HFCAGB_01159","AJBGEP_01109","ODDLKH_01515","OEKLIE_01551","ALJMDI_00386","PAPNPA_00953","BENMGJ_01333","IKCLMC_00607","PKJKAM_00637","ONMMKP_01029"
"GEGEGB_01915","persistent","chaperone modulator CbpM","13","13","1.0","NA","NA","","","","305","305","305.0","GEGEGB_01915","LNHIMF_01143","BEJGEH_01013","HFCAGB_01158","AJBGEP_01108","ODDLKH_01514","OEKLIE_01550","ALJMDI_00385","PAPNPA_00952","BENMGJ_01332","IKCLMC_00606","PKJKAM_00638","ONMMKP_01030"
"GEGEGB_01916","persistent","Metallo-beta-lactamase domain-containing protein","13","13","1.0","NA","NA","","","","938","938","938.0","GEGEGB_01916","LNHIMF_01141","BEJGEH_01012","HFCAGB_01156","AJBGEP_01106","ODDLKH_01512","OEKLIE_01548","ALJMDI_00383","PAPNPA_00950","BENMGJ_01331","IKCLMC_00604","PKJKAM_00640","ONMMKP_01032"
"GEGEGB_01919","persistent","4-hydroxy-2-oxoheptanedioate aldolase","13","13","1.0","NA","NA","","","","791","791","791.0","GEGEGB_01919","LNHIMF_01138","BEJGEH_01009","HFCAGB_01153","AJBGEP_01103","ODDLKH_01509","OEKLIE_01545","ALJMDI_00380","PAPNPA_00947","BENMGJ_01328","IKCLMC_00601","PKJKAM_00643","ONMMKP_01035"
"GEGEGB_01920","persistent","2-oxo-hept-4-ene-1%2C7-dioate hydratase","13","13","1.0","NA","NA","","","","803","803","803.0","GEGEGB_01920","LNHIMF_01137","BEJGEH_01008","HFCAGB_01152","AJBGEP_01102","ODDLKH_01508","OEKLIE_01544","ALJMDI_00379","PAPNPA_00946","BENMGJ_01327","IKCLMC_00600","PKJKAM_00644","ONMMKP_01036"
"GEGEGB_01921","persistent","5-carboxymethyl-2-hydroxymuconate Delta-isomerase","13","13","1.0","NA","NA","","","","380","380","380.0","GEGEGB_01921","LNHIMF_01136","BEJGEH_01007","HFCAGB_01151","AJBGEP_01101","ODDLKH_01507","OEKLIE_01543","ALJMDI_00378","PAPNPA_00945","BENMGJ_01326","IKCLMC_00599","PKJKAM_00645","ONMMKP_01037"
"GEGEGB_01925","persistent","4-hydroxyphenylacetate degradation bifunctional isomerase/decarboxylase","13","13","1.0","NA","NA","","","","1289","1289","1289.0","GEGEGB_01925","LNHIMF_01133","BEJGEH_01004","HFCAGB_01148","AJBGEP_01098","ODDLKH_01504","OEKLIE_01540","ALJMDI_00375","PAPNPA_00942","BENMGJ_01323","IKCLMC_00596","PKJKAM_00648","ONMMKP_01040"
"GEGEGB_01926","persistent","homoprotocatechuate degradation operon regulator HpaR","13","13","1.0","NA","NA","","","","440","440","440.0","GEGEGB_01926","LNHIMF_01132","BEJGEH_01003","HFCAGB_01147","AJBGEP_01097","ODDLKH_01503","OEKLIE_01539","ALJMDI_00374","PAPNPA_00941","BENMGJ_01322","IKCLMC_00595","PKJKAM_00649","ONMMKP_01041"
"GEGEGB_01934","persistent","type III secretion system chaperone SigE","13","13","1.0","NA","NA","","","","341","341","341.0","GEGEGB_01934","LNHIMF_01123","BEJGEH_00994","HFCAGB_01138","AJBGEP_01088","ODDLKH_01494","OEKLIE_01530","ALJMDI_00365","PAPNPA_00932","BENMGJ_01313","IKCLMC_00586","PKJKAM_00658","ONMMKP_01050"
"GEGEGB_01941","persistent","FtsH protease modulator YccA","13","13","1.0","NA","NA","","","","659","659","659.0","GEGEGB_01941","LNHIMF_01118","BEJGEH_00989","HFCAGB_01133","AJBGEP_01083","ODDLKH_01489","OEKLIE_00425","ALJMDI_00360","PAPNPA_00927","BENMGJ_01308","IKCLMC_00581","PKJKAM_00663","ONMMKP_01055"
"GEGEGB_01942","persistent","sulfurtransferase TusE","13","13","1.0","NA","NA","","","","329","329","329.0","GEGEGB_01942","LNHIMF_01117","BEJGEH_00988","HFCAGB_01132","AJBGEP_01082","ODDLKH_01488","OEKLIE_00424","ALJMDI_00359","PAPNPA_00926","BENMGJ_01307","IKCLMC_00580","PKJKAM_00664","ONMMKP_01056"
"GEGEGB_01943","persistent","acylphosphatase","13","13","1.0","NA","NA","","","","281","281","281.0","GEGEGB_01943","LNHIMF_01116","BEJGEH_00987","HFCAGB_01131","AJBGEP_01081","ODDLKH_01487","OEKLIE_00423","ALJMDI_00358","PAPNPA_00925","BENMGJ_01306","IKCLMC_00579","PKJKAM_00665","ONMMKP_01057"
"GEGEGB_01949","cloud","Putative outer membrane protein","1","1","1.0","NA","NA","","","","437","437","437.0","GEGEGB_01949","","","","","","","","","","","",""
"GEGEGB_01951","persistent","heat shock protein HspQ","13","13","1.0","NA","NA","","","","317","317","317.0","GEGEGB_01951","LNHIMF_01112","BEJGEH_00983","HFCAGB_01127","AJBGEP_01077","ODDLKH_01483","OEKLIE_00419","ALJMDI_00354","PAPNPA_00921","BENMGJ_01302","IKCLMC_00575","PKJKAM_00669","ONMMKP_01061"
"GEGEGB_01952","persistent","CoA-binding domain-containing protein","13","13","1.0","NA","NA","","","","413","413","413.0","GEGEGB_01952","LNHIMF_01111","BEJGEH_00982","HFCAGB_01126","AJBGEP_01076","ODDLKH_01482","OEKLIE_00418","ALJMDI_00353","PAPNPA_00920","BENMGJ_01301","IKCLMC_00574","PKJKAM_00670","ONMMKP_01062"
"GEGEGB_01953","persistent","DUF2057 domain-containing protein","13","13","1.0","NA","NA","","","","662","662","662.0","GEGEGB_01953","LNHIMF_01110","BEJGEH_00981","HFCAGB_01125","AJBGEP_01075","ODDLKH_01481","OEKLIE_00417","ALJMDI_00352","PAPNPA_00919","BENMGJ_01300","IKCLMC_00573","PKJKAM_00671","ONMMKP_01063"
"GEGEGB_01954","persistent","methylglyoxal synthase","13","13","1.0","NA","NA","","","","458","458","458.0","GEGEGB_01954","LNHIMF_01109","BEJGEH_00980","HFCAGB_01124","AJBGEP_01074","ODDLKH_01480","OEKLIE_00416","ALJMDI_00351","PAPNPA_00918","BENMGJ_01299","IKCLMC_00572","PKJKAM_00672","ONMMKP_01064"
"GEGEGB_01956","persistent","YccF domain-containing protein","13","13","1.0","NA","NA","","","","443","446","445.77","GEGEGB_01956","LNHIMF_01107","BEJGEH_00978","HFCAGB_01122","AJBGEP_01072","ODDLKH_01478","OEKLIE_00414","ALJMDI_00349","PAPNPA_00916","BENMGJ_01297","IKCLMC_00570","PKJKAM_00674","ONMMKP_01066"
"GEGEGB_01957","persistent","Efflux (PET) family inner membrane protein YccS","13","13","1.0","NA","NA","","","","2153","2153","2153.0","GEGEGB_01957","LNHIMF_01106","BEJGEH_00977","HFCAGB_01121","AJBGEP_01071","ODDLKH_01477","OEKLIE_00413","ALJMDI_00348","PAPNPA_00915","BENMGJ_01296","IKCLMC_00569","PKJKAM_00675","ONMMKP_01067"
"GEGEGB_01960","persistent","SOS-induced cell division inhibitor SulA","13","13","1.0","NA","NA","","","","509","509","509.0","GEGEGB_01960","LNHIMF_01104","BEJGEH_00975","HFCAGB_01119","AJBGEP_01069","ODDLKH_01475","OEKLIE_00411","ALJMDI_00346","PAPNPA_00913","BENMGJ_01294","IKCLMC_00567","PKJKAM_00678","ONMMKP_01070"
"GEGEGB_01961","persistent","porin OmpA","10","10","1.0","NA","NA","","","","1052","1058","1053.2","GEGEGB_01961","LNHIMF_01103","BEJGEH_00974","HFCAGB_01118","AJBGEP_01068","ODDLKH_01474","","","PAPNPA_00912","BENMGJ_01293","IKCLMC_00566","","ONMMKP_01071"
"GEGEGB_01962","persistent","macrodomain Ter protein MatP","10","10","1.0","NA","NA","","","","452","452","452.0","GEGEGB_01962","LNHIMF_01102","BEJGEH_00973","HFCAGB_01117","AJBGEP_01067","ODDLKH_01473","","","PAPNPA_00911","BENMGJ_01292","IKCLMC_00565","","ONMMKP_01072"
"GEGEGB_01963","persistent","endopeptidase La","12","12","1.0","NA","NA","","","","1169","1760","1661.5","GEGEGB_01963","LNHIMF_01101","BEJGEH_00972","HFCAGB_01116","AJBGEP_01066","ODDLKH_01472","OEKLIE_01782","","PAPNPA_00910","BENMGJ_01291","IKCLMC_00564","PKJKAM_00062","ONMMKP_01073"
"GEGEGB_01964","persistent","bifunctional 3-hydroxydecanoyl-ACP dehydratase/trans-2-decenoyl-ACP isomerase","12","12","1.0","NA","NA","","","","518","518","518.0","GEGEGB_01964","LNHIMF_01100","BEJGEH_00971","HFCAGB_01115","AJBGEP_01065","ODDLKH_01471","OEKLIE_01781","","PAPNPA_00909","BENMGJ_01290","IKCLMC_00563","PKJKAM_00063","ONMMKP_01074"
"GEGEGB_01965","persistent","membrane integrity-associated transporter subunit PqiC","13","13","1.0","NA","NA","","","","563","563","563.0","GEGEGB_01965","LNHIMF_01099","BEJGEH_00970","HFCAGB_01114","AJBGEP_01064","ODDLKH_01470","OEKLIE_01780","ALJMDI_01367","PAPNPA_00908","BENMGJ_01289","IKCLMC_00562","PKJKAM_00064","ONMMKP_01075"
"GEGEGB_01966","persistent","intermembrane transport protein PqiB","13","13","1.0","NA","NA","","","","1640","1640","1640.0","GEGEGB_01966","LNHIMF_01098","BEJGEH_00969","HFCAGB_01113","AJBGEP_01063","ODDLKH_01469","OEKLIE_01779","ALJMDI_01366","PAPNPA_00907","BENMGJ_01288","IKCLMC_00561","PKJKAM_00065","ONMMKP_01076"
"GEGEGB_01967","persistent","membrane integrity-associated transporter subunit PqiA","13","13","1.0","NA","NA","","","","1253","1256","1253.23","GEGEGB_01967","LNHIMF_01097","BEJGEH_00968","HFCAGB_01112","AJBGEP_01062","ODDLKH_01468","OEKLIE_01778","ALJMDI_01365","PAPNPA_00906","BENMGJ_01287","IKCLMC_00560","PKJKAM_00066","ONMMKP_01077"
"GEGEGB_01968","persistent","ABC transporter ATP-binding protein","13","13","1.0","NA","NA","","","","1907","1907","1907.0","GEGEGB_01968","LNHIMF_01096","BEJGEH_00967","HFCAGB_01111","AJBGEP_01061","ODDLKH_01467","OEKLIE_01777","ALJMDI_01364","PAPNPA_00905","BENMGJ_01286","IKCLMC_00559","PKJKAM_00067","ONMMKP_01078"
"GEGEGB_01971","persistent","cell division protein ZapC","13","13","1.0","NA","NA","","","","542","542","542.0","GEGEGB_01971","LNHIMF_01093","BEJGEH_00964","HFCAGB_01108","AJBGEP_01058","ODDLKH_01464","OEKLIE_01774","ALJMDI_01361","PAPNPA_00902","BENMGJ_01283","IKCLMC_00556","PKJKAM_00070","ONMMKP_01081"
"GEGEGB_01974","cloud","DinI family protein","2","2","1.0","NA","NA","","","","206","278","242.0","GEGEGB_01974","","","","","","","","","","","PKJKAM_00229",""
"GEGEGB_01975","cloud","DUF1076 domain-containing protein","1","1","1.0","NA","NA","","","","701","701","701.0","GEGEGB_01975","","","","","","","","","","","",""
"GEGEGB_01977","cloud","Phage tail protein","1","1","1.0","NA","NA","","","","1511","1511","1511.0","GEGEGB_01977","","","","","","","","","","","",""
"GEGEGB_01982","cloud","Bacteriophage protein","1","1","1.0","NA","NA","","","","428","428","428.0","GEGEGB_01982","","","","","","","","","","","",""
"GEGEGB_01983","cloud","Bacteriophage protein","1","1","1.0","NA","NA","","","","731","731","731.0","GEGEGB_01983","","","","","","","","","","","",""
"GEGEGB_01984","cloud","Lipoprotein","1","1","1.0","NA","NA","","","","335","335","335.0","GEGEGB_01984","","","","","","","","","","","",""
"GEGEGB_01985","cloud","Bacteriophage protein","2","2","1.0","NA","NA","","","","1031","1034","1032.5","GEGEGB_01985","","","","","","OEKLIE_01511","","","","","",""
"GEGEGB_01992","cloud","Bacteriophage protein","1","1","1.0","NA","NA","","","","548","548","548.0","GEGEGB_01992","","","","","","","","","","","",""
"GEGEGB_01993","cloud","Head-tail adaptor","1","1","1.0","NA","NA","","","","389","389","389.0","GEGEGB_01993","","","","","","","","","","","",""
"GEGEGB_01994","cloud","Bacteriophage protein","1","1","1.0","NA","NA","","","","554","554","554.0","GEGEGB_01994","","","","","","","","","","","",""
"GEGEGB_01995","cloud","DUF4054 domain-containing protein","1","1","1.0","NA","NA","","","","419","419","419.0","GEGEGB_01995","","","","","","","","","","","",""
"GEGEGB_01996","cloud","Bacteriophage protein","1","1","1.0","NA","NA","","","","368","368","368.0","GEGEGB_01996","","","","","","","","","","","",""
"GEGEGB_01997","cloud","DUF2184 domain-containing protein","1","1","1.0","NA","NA","","","","941","941","941.0","GEGEGB_01997","","","","","","","","","","","",""
"GEGEGB_01998","cloud","Bacteriophage protein","1","1","1.0","NA","NA","","","","497","497","497.0","GEGEGB_01998","","","","","","","","","","","",""
"GEGEGB_01999","cloud","DUF2213 domain-containing protein","1","1","1.0","NA","NA","","","","1232","1232","1232.0","GEGEGB_01999","","","","","","","","","","","",""
"GEGEGB_02000","cloud","Phage head morphogenesis protein","1","1","1.0","NA","NA","","","","608","608","608.0","GEGEGB_02000","","","","","","","","","","","",""
"GEGEGB_02001","cloud","DUF1073 domain-containing protein","1","1","1.0","NA","NA","","","","1469","1469","1469.0","GEGEGB_02001","","","","","","","","","","","",""
"GEGEGB_02002","cloud","PBSX family phage terminase large subunit","1","1","1.0","NA","NA","","","","1403","1403","1403.0","GEGEGB_02002","","","","","","","","","","","",""
