Gene,Non-unique Gene name,Annotation,GCF_000007545.1_ASM754v1_genomic,GCF_000020745.1_ASM2074v1_genomic,GCF_000020885.1_ASM2088v1_genomic,GCF_000020925.1_ASM2092v1_genomic,GCF_000022165.1_ASM2216v1_genomic,GCF_000170215.1_ASM17021v1_genomic,GCF_000170255.1_ASM17025v1_genomic,GCF_000171255.1_ASM17125v1_genomic,GCF_000171275.1_ASM17127v1_genomic,GCF_000171315.1_ASM17131v1_genomic,GCF_000171415.1_ASM17141v1_genomic,GCF_000171515.1_ASM17151v1_genomic,GCF_000171535.2_ASM17153v2_genomic
aroB,aroB,3-dehydroquinate synthase,GEGEGB_04249,LNHIMF_03539,BEJGEH_03519,HFCAGB_03722,AJBGEP_03672,ODDLKH_03932,OEKLIE_00762,ALJMDI_02566,PAPNPA_01566,BENMGJ_02840,IKCLMC_02906,PKJKAM_03876,ONMMKP_03352
eutR,eutR,HTH-type transcriptional regulator EutR,GEGEGB_00441,LNHIMF_02591,BEJGEH_02482,HFCAGB_02728,AJBGEP_02629,ODDLKH_02964,OEKLIE_03097,ALJMDI_01706,PAPNPA_02051,BENMGJ_01702,IKCLMC_01327,PKJKAM_02813,ONMMKP_04388
group_2731,,Transport protein,GEGEGB_02263,LNHIMF_00869,BEJGEH_00729,HFCAGB_00811,AJBGEP_00753,ODDLKH_01222,OEKLIE_02122,ALJMDI_01075,PAPNPA_03210,BENMGJ_04397,IKCLMC_00403,PKJKAM_00415,ONMMKP_01428
group_2730,,Zn-dependent protease with chaperone function,GEGEGB_02065,LNHIMF_01068,BEJGEH_00936,HFCAGB_01024,AJBGEP_00971,ODDLKH_01436,OEKLIE_00619,ALJMDI_01279,PAPNPA_03445,BENMGJ_04611,IKCLMC_01544,PKJKAM_00952,ONMMKP_01168
group_2729,,hypothetical protein,GEGEGB_00347,LNHIMF_02675,BEJGEH_02570,HFCAGB_02818,AJBGEP_02715,ODDLKH_03047,OEKLIE_02310,ALJMDI_01616,PAPNPA_02154,BENMGJ_01785,IKCLMC_01242,PKJKAM_02726,ONMMKP_04301
hmsP,hmsP,biofilm formation regulator HmsP,GEGEGB_04126,LNHIMF_03658,BEJGEH_03654,HFCAGB_03858,AJBGEP_03806,ODDLKH_04065,OEKLIE_03989,ALJMDI_02447,PAPNPA_01699,BENMGJ_02974,IKCLMC_02773,PKJKAM_03751,ONMMKP_03229
group_2727,,PhoPQ-regulated protein,GEGEGB_01546,LNHIMF_01599,BEJGEH_01540,HFCAGB_01733,AJBGEP_01628,ODDLKH_02028,OEKLIE_02178,ALJMDI_03359,PAPNPA_03885,BENMGJ_03434,IKCLMC_04628,PKJKAM_04643,ONMMKP_00506
pncB,pncB;,nicotinate phosphoribosyltransferase,GEGEGB_02038,LNHIMF_01090,BEJGEH_00961,HFCAGB_01049,AJBGEP_00997,ODDLKH_01461,OEKLIE_01712;OEKLIE_01713,ALJMDI_01301,PAPNPA_00899,BENMGJ_01221,IKCLMC_01569,PKJKAM_00137;PKJKAM_00136,ONMMKP_01143
group_2726,,Aldehyde dehydrogenase domain-containing protein,GEGEGB_03207,LNHIMF_03175,BEJGEH_03145,HFCAGB_03357,AJBGEP_03305,ODDLKH_03564,OEKLIE_04467,ALJMDI_02899,PAPNPA_02245,BENMGJ_01848,IKCLMC_03727,PKJKAM_01944,ONMMKP_03710
group_2725,,Putative periplasmic protein;Amidohydrolase 3 domain-containing protein,GEGEGB_01419,LNHIMF_01526,BEJGEH_01613,HFCAGB_01808,AJBGEP_01553,ODDLKH_01953,OEKLIE_01025,ALJMDI_03286,PAPNPA_03812,BENMGJ_03362,IKCLMC_04701,PKJKAM_00173,ONMMKP_00578
group_2724,,Sel1 repeat family protein,GEGEGB_04426,LNHIMF_04370,BEJGEH_04347,HFCAGB_04522,AJBGEP_04495,ODDLKH_00143,OEKLIE_03437,ALJMDI_03730,PAPNPA_02804,BENMGJ_01460,IKCLMC_01091,PKJKAM_01235,ONMMKP_02506
yhaK,yhaK;,Pirin-like protein YhaK;Cytoplasmic protein,GEGEGB_03323,LNHIMF_03291,BEJGEH_03265,HFCAGB_03469,AJBGEP_03417,ODDLKH_03675,OEKLIE_04356,ALJMDI_03014,PAPNPA_02357,BENMGJ_01959,IKCLMC_03615,PKJKAM_01793,ONMMKP_03598
ugpA,ugpA,sn-glycerol-3-phosphate ABC transporter permease UgpA,GEGEGB_04191,LNHIMF_03600,BEJGEH_03594,HFCAGB_03797,AJBGEP_03746,ODDLKH_04005,OEKLIE_03929,ALJMDI_02505,PAPNPA_01640,BENMGJ_02915,IKCLMC_02833,PKJKAM_03811,ONMMKP_03289
fucI,;fucI,L-fucose isomerase,GEGEGB_03031,LNHIMF_03015,BEJGEH_02982,HFCAGB_03194,AJBGEP_03143,ODDLKH_03404;ODDLKH_03403,OEKLIE_01674,ALJMDI_02742,PAPNPA_03085,BENMGJ_02217,IKCLMC_03889,PKJKAM_02394,ONMMKP_03887
group_2721,,MotA/TolQ/ExbB proton channel family protein,GEGEGB_04399,LNHIMF_04343,BEJGEH_04320,HFCAGB_04496,AJBGEP_04469,ODDLKH_00117,OEKLIE_03411,ALJMDI_03704,PAPNPA_02778,BENMGJ_01434,IKCLMC_01065,PKJKAM_01261,ONMMKP_02532
group_2719,,F165,GEGEGB_03922,LNHIMF_03858,BEJGEH_03860,HFCAGB_04056,AJBGEP_04005,ODDLKH_04262,OEKLIE_02654,ALJMDI_02245,PAPNPA_01054,BENMGJ_03172,IKCLMC_02585,PKJKAM_03556,ONMMKP_03033
group_2718,;dinF,Cytoplasmic protein;MATE family efflux transporter DinF,GEGEGB_04381,LNHIMF_04266,BEJGEH_04302,HFCAGB_04478,AJBGEP_04451,ODDLKH_00099,OEKLIE_03393,ALJMDI_03686,PAPNPA_02760,9_refound_375,IKCLMC_01047,PKJKAM_01279,12_refound_487
zraS,zraS,two-component system sensor histidine kinase ZraS,GEGEGB_03644,LNHIMF_04219,BEJGEH_04232,HFCAGB_04430,AJBGEP_04385,ODDLKH_00031,OEKLIE_00388,ALJMDI_00068,PAPNPA_00092,BENMGJ_00179,IKCLMC_00230,PKJKAM_00204,ONMMKP_02616
bssR,bssR,biofilm formation regulator BssR,GEGEGB_02146,LNHIMF_00981,BEJGEH_00854,HFCAGB_00935,AJBGEP_00880,ODDLKH_01346,OEKLIE_02854,ALJMDI_01192,PAPNPA_03344,BENMGJ_04519,IKCLMC_01454,PKJKAM_01041,ONMMKP_01259
cdh,cdh,CDP-diacylglycerol diphosphatase,GEGEGB_03749,LNHIMF_04119,BEJGEH_04129,HFCAGB_04318,AJBGEP_04277,ODDLKH_04525,OEKLIE_03269,ALJMDI_00978,PAPNPA_01319,BENMGJ_00980,IKCLMC_00711,PKJKAM_01418,ONMMKP_02720
yfiE~~~lysR,yfiE;lysR,Transcriptional regulator YfiE;LysR family transcriptional regulator,GEGEGB_00288,LNHIMF_02733,BEJGEH_02631,HFCAGB_02876,AJBGEP_02843,ODDLKH_03105,OEKLIE_00477,ALJMDI_01532,PAPNPA_02212,BENMGJ_00195,IKCLMC_00098,PKJKAM_02666,ONMMKP_04243
group_2717,;cadC,Transcriptional regulator;lysine decarboxylation/transport transcriptional activator CadC,GEGEGB_00324,LNHIMF_02697,BEJGEH_02595,HFCAGB_02840,AJBGEP_02737,ODDLKH_03069,OEKLIE_02332,ALJMDI_01594,PAPNPA_02176,BENMGJ_01807,IKCLMC_01220,PKJKAM_02704,ONMMKP_04279
group_2716,,HTH araC/xylS-type domain-containing protein,GEGEGB_04439,LNHIMF_04383,BEJGEH_04360,HFCAGB_04535,AJBGEP_04508,ODDLKH_00156,OEKLIE_03450,ALJMDI_03743,PAPNPA_02817,BENMGJ_01473,IKCLMC_01104,PKJKAM_01222,ONMMKP_02493
eptA,eptA,phosphoethanolamine transferase EptA,GEGEGB_04437,LNHIMF_04381,BEJGEH_04358,HFCAGB_04533,AJBGEP_04506,ODDLKH_00154,OEKLIE_03448,ALJMDI_03741,PAPNPA_02815,BENMGJ_01471,IKCLMC_01102,PKJKAM_01224,ONMMKP_02495
ssuE,ssuE,NADPH-dependent FMN reductase-like domain-containing protein;Putative oxidoreductase,GEGEGB_03880,LNHIMF_03900,BEJGEH_03899,HFCAGB_04099,AJBGEP_04055,ODDLKH_04305,OEKLIE_00120,ALJMDI_02204,PAPNPA_00082,BENMGJ_03216,IKCLMC_02537,PKJKAM_03513,ONMMKP_02935
group_2715,,Cytoplasmic protein,GEGEGB_04446,LNHIMF_04390,BEJGEH_04370,HFCAGB_04542,AJBGEP_04515,ODDLKH_00163,OEKLIE_03457,ALJMDI_03750,PAPNPA_02824,BENMGJ_01480,IKCLMC_01111,PKJKAM_01215,ONMMKP_02486
group_2714,,hypothetical protein;Putative inner membrane protein,GEGEGB_04209,LNHIMF_03583,BEJGEH_03576,3_refound_112_pseudo,4_refound_156_pseudo,5_refound_197_pseudo,6_refound_247_pseudo,ALJMDI_02522,PAPNPA_01623,9_refound_374_pseudo,IKCLMC_02850,11_refound_452_pseudo,12_refound_486_pseudo
gudX,;gudX,Glucarate dehydratase;Glucarate dehydratase-related protein,GEGEGB_03016,LNHIMF_03000,BEJGEH_02967,HFCAGB_03178;HFCAGB_03179,AJBGEP_03128,ODDLKH_03388,OEKLIE_01659,ALJMDI_02727,PAPNPA_03070,BENMGJ_02202,IKCLMC_03904,PKJKAM_02409,ONMMKP_03902
group_2713,,[Citrate [pro-3S]-lyase] ligase,GEGEGB_00063,LNHIMF_00060,BEJGEH_00061,HFCAGB_00062,AJBGEP_00060,ODDLKH_00536,OEKLIE_04647,ALJMDI_04083,PAPNPA_03550,BENMGJ_01652,IKCLMC_03149,PKJKAM_02045,ONMMKP_02122
group_2711,,DUF1496 domain-containing protein,GEGEGB_01250,LNHIMF_01349,BEJGEH_01788,HFCAGB_01986,AJBGEP_01377,ODDLKH_01776,OEKLIE_02950,ALJMDI_03107,PAPNPA_01205,BENMGJ_00883,IKCLMC_04877,PKJKAM_00919,ONMMKP_00833
group_2710,,Na+/H+ antiporter,GEGEGB_04412,LNHIMF_04356,BEJGEH_04332,HFCAGB_04508,AJBGEP_04481,ODDLKH_00129,OEKLIE_03423,ALJMDI_03716,PAPNPA_02790,BENMGJ_01446,IKCLMC_01077,PKJKAM_01249,ONMMKP_02520
mdaB,;mdaB,Modulator of drug activity B;Flavodoxin family protein,GEGEGB_03261,LNHIMF_03229,BEJGEH_03202,HFCAGB_03409,AJBGEP_03357,ODDLKH_03615,OEKLIE_04416,ALJMDI_02954,PAPNPA_02297,BENMGJ_01899,IKCLMC_03675,PKJKAM_01893,ONMMKP_03658
alkA,alkA;,DNA-3-methyladenine glycosylase 2,GEGEGB_00795,LNHIMF_02271,BEJGEH_02145,HFCAGB_02389,AJBGEP_02288,ODDLKH_02622,OEKLIE_03753;OEKLIE_03754,ALJMDI_01873,PAPNPA_04245,BENMGJ_02486,IKCLMC_01877,PKJKAM_04030,ONMMKP_04725
group_2708,,flavodoxin,GEGEGB_03018,LNHIMF_03002,BEJGEH_02969,HFCAGB_03181,AJBGEP_03130,ODDLKH_03390,OEKLIE_01661,ALJMDI_02729,PAPNPA_03072,BENMGJ_02204,IKCLMC_03902,PKJKAM_02407,ONMMKP_03900
group_2707,,C69 family dipeptidase,GEGEGB_01932,LNHIMF_01126,BEJGEH_00997,HFCAGB_01141,AJBGEP_01091,ODDLKH_01497,OEKLIE_01533,ALJMDI_00368,PAPNPA_00935,BENMGJ_01316,IKCLMC_00589,PKJKAM_00655,ONMMKP_01047
hprR,hprR,response regulator transcription factor HprR,GEGEGB_01930,LNHIMF_01128,BEJGEH_00999,HFCAGB_01143,AJBGEP_01093,ODDLKH_01499,OEKLIE_01535,ALJMDI_00370,PAPNPA_00937,BENMGJ_01318,IKCLMC_00591,PKJKAM_00653,ONMMKP_01045
rpsT,rpsT;,30S ribosomal protein S20;Lipoprotein,GEGEGB_00048,LNHIMF_00045,BEJGEH_00046,HFCAGB_00047,AJBGEP_00045,ODDLKH_00521,OEKLIE_04631,ALJMDI_04068,PAPNPA_03535,BENMGJ_01667,IKCLMC_03164,PKJKAM_02060,ONMMKP_02137
ydgH,ydgH,DUF1471 domain-containing protein,GEGEGB_01473,LNHIMF_01531,BEJGEH_01608,HFCAGB_01802,AJBGEP_01558,ODDLKH_01958,OEKLIE_00810,ALJMDI_03291,PAPNPA_03817,BENMGJ_03367,IKCLMC_04696,PKJKAM_00168,ONMMKP_00573
dpiA,dpiA,two-component response regulator DpiA,GEGEGB_02362,LNHIMF_00771,BEJGEH_00636,HFCAGB_00719,AJBGEP_00650,ODDLKH_01118,OEKLIE_04249,ALJMDI_00729,PAPNPA_02654,BENMGJ_04292,IKCLMC_02448,PKJKAM_03057,ONMMKP_01529
pagP,pagP,lipid IV(A) palmitoyltransferase PagP,GEGEGB_02360,LNHIMF_00773,BEJGEH_00638,HFCAGB_00721,AJBGEP_00652,ODDLKH_01120,OEKLIE_04251,ALJMDI_00731,PAPNPA_02656,BENMGJ_04294,IKCLMC_02450,PKJKAM_03055,ONMMKP_01527
qseG,qseG,two-component system QseEF-associated lipoprotein QseG,GEGEGB_00318,LNHIMF_02703,BEJGEH_02601,HFCAGB_02846,AJBGEP_02743,ODDLKH_03075,OEKLIE_02338,ALJMDI_01588,PAPNPA_02182,BENMGJ_01813,IKCLMC_01214,PKJKAM_02698,ONMMKP_04273
hofC,hofC,protein transport protein HofC,GEGEGB_00157,LNHIMF_00148,BEJGEH_00154,HFCAGB_00149,AJBGEP_00150,ODDLKH_00624,OEKLIE_04736,ALJMDI_04174,PAPNPA_03639,BENMGJ_01565,IKCLMC_03060,PKJKAM_00776,ONMMKP_02032
pgtC,pgtC,Phosphoglycerate transport regulatory protein PgtC;phosphoglycerate transport regulator PgtC,GEGEGB_00501,LNHIMF_02535,BEJGEH_02423,HFCAGB_02668;HFCAGB_02667,AJBGEP_02570,ODDLKH_02905,OEKLIE_02054,ALJMDI_02137,PAPNPA_04526,BENMGJ_02780,IKCLMC_01598,PKJKAM_02871,ONMMKP_04446
group_2704,,Arginine repressor,GEGEGB_04744,LNHIMF_04539,BEJGEH_04538,HFCAGB_04680,AJBGEP_04675,ODDLKH_00332,OEKLIE_03545,ALJMDI_03891,PAPNPA_01430,BENMGJ_01148,IKCLMC_03367,PKJKAM_02241,ONMMKP_02328
lysR~~~tcuR,lysR;tcuR,LysR family transcriptional regulator;tricarballylate utilization LysR family transcriptional regulator TcuR,GEGEGB_02303,LNHIMF_00832,BEJGEH_00705,HFCAGB_00788,AJBGEP_00717,ODDLKH_01186,OEKLIE_02086,ALJMDI_00789,PAPNPA_03185,BENMGJ_04360,IKCLMC_00439,PKJKAM_00333,ONMMKP_01464
galF,galF,GalU regulator GalF,GEGEGB_00823,LNHIMF_02245,BEJGEH_02119,HFCAGB_02362,AJBGEP_02262,ODDLKH_02596,OEKLIE_03727,ALJMDI_01847,PAPNPA_04219,BENMGJ_02460,IKCLMC_01903,PKJKAM_04056,ONMMKP_04751
fklB,fklB,FKBP-type peptidyl-prolyl cis-trans isomerase,GEGEGB_04691,LNHIMF_04493,BEJGEH_04473,HFCAGB_04631,AJBGEP_04607,ODDLKH_00267,OEKLIE_03477,ALJMDI_03844,PAPNPA_01384,BENMGJ_01195,IKCLMC_03415,PKJKAM_02307,ONMMKP_02393
group_2703,,Nickel/cobalt efflux system,GEGEGB_02823,LNHIMF_02817,BEJGEH_02770,HFCAGB_02985,AJBGEP_02943,ODDLKH_03204,OEKLIE_02541,ALJMDI_01413,PAPNPA_00651,BENMGJ_00638,IKCLMC_04087,PKJKAM_02601,ONMMKP_04093
dtpD,dtpD,Dipeptide permease D,GEGEGB_02283,LNHIMF_00851,BEJGEH_00723,HFCAGB_00805,AJBGEP_00735,ODDLKH_01204,OEKLIE_02104,ALJMDI_01057,PAPNPA_03204,BENMGJ_04378,IKCLMC_00421,PKJKAM_00409,ONMMKP_01446
uspC,uspC,universal stress protein UspC,GEGEGB_01017,LNHIMF_02004,BEJGEH_01138,HFCAGB_01288,AJBGEP_02026,ODDLKH_02422,OEKLIE_01065,ALJMDI_00289,PAPNPA_00425,BENMGJ_03834,IKCLMC_04222,PKJKAM_04235,ONMMKP_00101
otsB,otsB,trehalose-phosphatase,GEGEGB_01015,LNHIMF_02006,BEJGEH_01136,HFCAGB_01286,AJBGEP_02028,ODDLKH_02424,OEKLIE_01067,ALJMDI_00291,PAPNPA_00423,BENMGJ_03836,IKCLMC_04220,PKJKAM_04233,ONMMKP_00099
hpf~~~rpoN,hpf;rpoN,ribosome hibernation promoting factor;RNA polymerase factor sigma-54,GEGEGB_03412,LNHIMF_03371,BEJGEH_03348,HFCAGB_03552,AJBGEP_03502,ODDLKH_03763,OEKLIE_00782,ALJMDI_00169,PAPNPA_02441,BENMGJ_02040,IKCLMC_03529,PKJKAM_01706,ONMMKP_03518
cgtA,cgtA,Obg family GTPase CgtA,GEGEGB_03392,LNHIMF_03351,BEJGEH_03328,HFCAGB_03532,AJBGEP_03482,ODDLKH_03743,OEKLIE_00075,ALJMDI_00189,PAPNPA_02421,BENMGJ_02020,IKCLMC_03549,PKJKAM_01726,ONMMKP_03538
group_2701,,Transporter,GEGEGB_03127,LNHIMF_03098,BEJGEH_03067,HFCAGB_03279,AJBGEP_03227,ODDLKH_03487,OEKLIE_01186,ALJMDI_02823,PAPNPA_03168,BENMGJ_02310,IKCLMC_03804,PKJKAM_02312,ONMMKP_03803
yqfB,yqfB,N(4)-acetylcytidine aminohydrolase,GEGEGB_03125,LNHIMF_03096,BEJGEH_03065,HFCAGB_03277,AJBGEP_03225,ODDLKH_03485,OEKLIE_01184,ALJMDI_02821,PAPNPA_03166,BENMGJ_02308,IKCLMC_03806,PKJKAM_02314,ONMMKP_03805
group_2700,,Glucose-6-phosphate dehydrogenase,GEGEGB_01006,LNHIMF_02016,BEJGEH_01126,HFCAGB_01276,AJBGEP_02039,ODDLKH_02434,OEKLIE_01078,ALJMDI_00301,PAPNPA_00412,BENMGJ_03846,10_refound_410_pseudo,PKJKAM_04223,ONMMKP_00089
fxsA,fxsA;,UPF0716 protein FxsA;Suppresses F exclusion of bacteriophage T7,GEGEGB_04624,LNHIMF_04427,BEJGEH_04404,HFCAGB_04564,AJBGEP_04539,ODDLKH_00199,OEKLIE_00556,ALJMDI_03777,PAPNPA_02859,BENMGJ_00410,IKCLMC_01136,PKJKAM_01191,ONMMKP_02460
yigZ,yigZ,IMPACT family protein,GEGEGB_03496,LNHIMF_04033,BEJGEH_04039,HFCAGB_04232,AJBGEP_04191,ODDLKH_04439,OEKLIE_01352,ALJMDI_00892,PAPNPA_00565,BENMGJ_00616,IKCLMC_00455,PKJKAM_01500,ONMMKP_02802
hemG,hemG,menaquinone-dependent protoporphyrinogen IX dehydrogenase,GEGEGB_03494,LNHIMF_04035,BEJGEH_04041,HFCAGB_04234,AJBGEP_04193,ODDLKH_04441,OEKLIE_01354,ALJMDI_00894,8_refound_329_pseudo,BENMGJ_00618,IKCLMC_00453,PKJKAM_01498,ONMMKP_02800
group_2699,,Membrane protein;DUF997 domain-containing protein,GEGEGB_03474,LNHIMF_03433,BEJGEH_03410,HFCAGB_03614,AJBGEP_03563,ODDLKH_03824,OEKLIE_01286,ALJMDI_00108,PAPNPA_00499,BENMGJ_00091,IKCLMC_03468,PKJKAM_01645,ONMMKP_03458
yhdE,yhdE,dTTP/UTP pyrophosphatase,GEGEGB_03464,LNHIMF_03423,BEJGEH_03400,HFCAGB_03604,AJBGEP_03553,ODDLKH_03814,OEKLIE_01276,ALJMDI_00118,PAPNPA_00489,BENMGJ_00257,IKCLMC_03478,PKJKAM_01655,ONMMKP_03468
iraD,iraD,anti-adapter protein IraD,GEGEGB_03208,LNHIMF_03176,BEJGEH_03146,HFCAGB_03358,AJBGEP_03306,ODDLKH_03565,OEKLIE_04466,ALJMDI_02900,PAPNPA_02246,BENMGJ_01849,IKCLMC_03726,PKJKAM_01943,ONMMKP_03709
yedD,yedD,lipoprotein YedD,GEGEGB_00982,LNHIMF_02040,BEJGEH_01103,HFCAGB_01253,AJBGEP_02065,ODDLKH_02457,OEKLIE_01589,ALJMDI_00325,PAPNPA_00318,BENMGJ_00432,IKCLMC_04188,PKJKAM_04199,ONMMKP_00065
tetR,tetR,TetR family transcriptional regulator,GEGEGB_01572,LNHIMF_01637,BEJGEH_01500,HFCAGB_01710,AJBGEP_01662,ODDLKH_02062,OEKLIE_02212,ALJMDI_03397,PAPNPA_03927,BENMGJ_03471,IKCLMC_04597,PKJKAM_04609,ONMMKP_00471
group_2698,,Glutathione-dependent formaldehyde-activating GFA;CENP-V/GFA domain-containing protein,GEGEGB_01570,LNHIMF_01635,BEJGEH_01502,HFCAGB_01712,AJBGEP_01660,ODDLKH_02060,OEKLIE_02210,ALJMDI_03395,PAPNPA_03925,BENMGJ_03469,IKCLMC_04599,PKJKAM_04611,ONMMKP_00473
group_2697,,YgdI/YgdR family lipoprotein,GEGEGB_01581,LNHIMF_01647,BEJGEH_01490,HFCAGB_01700,AJBGEP_01672,ODDLKH_02072,OEKLIE_02222,ALJMDI_03407,PAPNPA_03937,BENMGJ_03481,IKCLMC_04587,PKJKAM_04599,ONMMKP_00461
group_2695,,Cytoplasmic protein,GEGEGB_03202,LNHIMF_03171,BEJGEH_03141,HFCAGB_03353,AJBGEP_03301,ODDLKH_03560,OEKLIE_04471,ALJMDI_02895,PAPNPA_02241,BENMGJ_01844,IKCLMC_03731,PKJKAM_01948,ONMMKP_03714
gstA,gstA,glutathione transferase GstA,GEGEGB_01399,LNHIMF_01504,BEJGEH_01634,HFCAGB_01828,AJBGEP_01534,ODDLKH_01934,OEKLIE_01006,ALJMDI_03264,PAPNPA_03791,BENMGJ_03343,IKCLMC_04722,PKJKAM_00192,ONMMKP_00597
glpE,glpE,thiosulfate sulfurtransferase GlpE,GEGEGB_04217,LNHIMF_03571,BEJGEH_03561,HFCAGB_03765,AJBGEP_03714,ODDLKH_03974,OEKLIE_03897,ALJMDI_02534,PAPNPA_01608,BENMGJ_02882,IKCLMC_02865,PKJKAM_03842,ONMMKP_03320
group_2694,phoH,Protein phoH,GEGEGB_01901,LNHIMF_01157,BEJGEH_01027,HFCAGB_01172,AJBGEP_01122,ODDLKH_01528,OEKLIE_00228,ALJMDI_00399,PAPNPA_00966,BENMGJ_01346,IKCLMC_00620,PKJKAM_00623,ONMMKP_01016
group_2693,,2-oxoadipate dioxygenase/decarboxylase,GEGEGB_01619,LNHIMF_01685,BEJGEH_01448,HFCAGB_01661,AJBGEP_01711,ODDLKH_02111,OEKLIE_02261,ALJMDI_03446,PAPNPA_03976,BENMGJ_03520,IKCLMC_04548,PKJKAM_04560,ONMMKP_00418
idi,idi,isopentenyl-diphosphate Delta-isomerase,GEGEGB_03113,LNHIMF_03084,BEJGEH_03053,HFCAGB_03265,AJBGEP_03213,ODDLKH_03473,OEKLIE_01172,ALJMDI_02810,PAPNPA_03154,BENMGJ_02296,IKCLMC_03818,PKJKAM_02326,ONMMKP_03817
cobU,cobU;,bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase;cobyric acid synthase,GEGEGB_00912,LNHIMF_02098,BEJGEH_02035,HFCAGB_02277,AJBGEP_02178,ODDLKH_02512,OEKLIE_03643,ALJMDI_01762,PAPNPA_04132,BENMGJ_02376,IKCLMC_01992,PKJKAM_04143,ONMMKP_04828
group_2690,,Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase;putative apo-citrate lyase phosphoribosyl-dephospho-CoA transferase,GEGEGB_02368,LNHIMF_00764,BEJGEH_00629,HFCAGB_00713,AJBGEP_00644,ODDLKH_01111,OEKLIE_04243,ALJMDI_00722,PAPNPA_02648,BENMGJ_04286,IKCLMC_02442,PKJKAM_03063,ONMMKP_01535
nuoN,;nuoN,hypothetical protein;NADH-quinone oxidoreductase subunit NuoN,GEGEGB_00590,LNHIMF_02454,BEJGEH_02342,HFCAGB_02578,AJBGEP_02487,ODDLKH_02822,OEKLIE_00621,ALJMDI_02058,PAPNPA_04445,BENMGJ_02684,IKCLMC_01681,PKJKAM_02953,ONMMKP_04529
group_2687,,Pyruvate formate lyase-activating enzyme,GEGEGB_04866,LNHIMF_04632,BEJGEH_04667,HFCAGB_04804,AJBGEP_04782,ODDLKH_00441,OEKLIE_04551,ALJMDI_03989,PAPNPA_03456,BENMGJ_00763,IKCLMC_03244,PKJKAM_02141,ONMMKP_02216
group_2686,ydiV,Anti-FlhC(2)FlhD(4) factor YdiV,GEGEGB_01117,LNHIMF_01899,BEJGEH_01237,HFCAGB_01449,AJBGEP_01922,ODDLKH_02319,OEKLIE_00052,ALJMDI_00054,PAPNPA_00217,BENMGJ_03728,IKCLMC_04338,PKJKAM_04350,ONMMKP_00209
leuL,leuL,leu operon leader peptide,GEGEGB_00125,LNHIMF_00118,BEJGEH_00122,HFCAGB_00117,AJBGEP_00120,ODDLKH_00594,OEKLIE_04706,ALJMDI_04143,PAPNPA_03607,BENMGJ_01595,IKCLMC_03090,PKJKAM_01987,ONMMKP_02064
thiQ,thiQ,thiamine ABC transporter ATP-binding protein ThiQ,GEGEGB_00115,LNHIMF_00108,BEJGEH_00112,HFCAGB_00106,AJBGEP_00110,ODDLKH_00584,OEKLIE_04696,ALJMDI_04133,PAPNPA_03597,BENMGJ_01605,IKCLMC_03101,PKJKAM_01997,ONMMKP_02075
group_2684,,2'-hydroxyisoflavone reductase,GEGEGB_01676,LNHIMF_01742,BEJGEH_01390,HFCAGB_01602,AJBGEP_01767,ODDLKH_02167,OEKLIE_01431,ALJMDI_03502,PAPNPA_04036,BENMGJ_03577,IKCLMC_04491,PKJKAM_04503,ONMMKP_00361
group_2683,,Lipid/polyisoprenoid-binding YceI-like domain-containing protein,GEGEGB_01616,LNHIMF_01682,BEJGEH_01451,HFCAGB_01664,AJBGEP_01708,ODDLKH_02108,OEKLIE_02258,ALJMDI_03443,PAPNPA_03973,BENMGJ_03517,IKCLMC_04551,PKJKAM_04563,ONMMKP_00421
trmN,trmN,tRNA(1)(Val) (adenine(37)-N(6))-methyltransferase TrmN,GEGEGB_00290,LNHIMF_02731,BEJGEH_02629,HFCAGB_02874,AJBGEP_02841,ODDLKH_03103,OEKLIE_00475,ALJMDI_01534,PAPNPA_02210,BENMGJ_00197,IKCLMC_00096,PKJKAM_02668,ONMMKP_04245
pepE,pepE,dipeptidase PepE,GEGEGB_04353,LNHIMF_04237,BEJGEH_04254,HFCAGB_04448,AJBGEP_04403,ODDLKH_00049,OEKLIE_03345,ALJMDI_03656,PAPNPA_02712,BENMGJ_01367,IKCLMC_00997,PKJKAM_01328,ONMMKP_02598
oppB,oppB,oligopeptide ABC transporter permease OppB,GEGEGB_01755,LNHIMF_01817,BEJGEH_01320,HFCAGB_01531,AJBGEP_01839,ODDLKH_02237,OEKLIE_00676,ALJMDI_03576,PAPNPA_04109,BENMGJ_03648,IKCLMC_04421,PKJKAM_04431,ONMMKP_00290
group_2681,,Cytoplasmic protein,GEGEGB_02296,LNHIMF_00840,BEJGEH_00712,HFCAGB_00795,AJBGEP_00724,ODDLKH_01193,OEKLIE_02093,ALJMDI_01046,PAPNPA_03193,BENMGJ_04367,IKCLMC_00432,PKJKAM_00398,ONMMKP_01457
eco,eco,serine protease inhibitor ecotin,GEGEGB_00648,LNHIMF_02398,BEJGEH_02286,HFCAGB_02523,AJBGEP_02432,ODDLKH_02767,OEKLIE_02435,ALJMDI_02009,PAPNPA_04389,BENMGJ_02630,IKCLMC_01737,PKJKAM_03007,ONMMKP_04583
